"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation"
"1",0,2.78367048089781,0.997,0.911,0,"D1","SERPINA1","Upregulated"
"2",0,2.52262754198841,0.967,0.824,0,"D1","CRP","Upregulated"
"3",0,2.30412794440002,0.921,0.523,0,"D1","SPP1","Upregulated"
"4",0,2.21566162850006,1,0.999,0,"D1","LCN2","Upregulated"
"5",0,2.1317123204961,0.946,0.736,0,"D1","FXYD2","Upregulated"
"6",0,2.07149671247033,0.927,0.746,0,"D1","APCS","Upregulated"
"7",0,1.82038229496025,0.949,0.547,0,"D1","TSPAN8","Upregulated"
"8",0,1.80700406136829,0.952,0.884,0,"D1","PIGR","Upregulated"
"9",0,1.74843800209238,0.996,0.902,0,"D1","PRDX1","Upregulated"
"10",0,1.66533289932774,0.923,0.741,0,"D1","SLC4A4","Upregulated"
"11",0,1.66212491676243,0.996,0.949,0,"D1","SLPI","Upregulated"
"12",0,1.63581712817905,0.95,0.717,0,"D1","WFDC2","Upregulated"
"13",0,1.63196476304623,0.977,0.922,0,"D1","GPX2","Upregulated"
"14",0,1.61203554800803,0.972,0.751,0,"D1","IFITM2","Upregulated"
"15",0,1.6037992874041,0.975,0.837,0,"D1","C12orf75","Upregulated"
"16",0,1.54301659420024,0.787,0.383,0,"D1","AMBP","Upregulated"
"17",0,1.54070546771385,0.904,0.605,0,"D1","TFPI2","Upregulated"
"18",0,1.47507277007292,0.968,0.842,0,"D1","CLDN10","Upregulated"
"19",0,1.47008280210498,0.85,0.748,0,"D1","CEACAM7","Upregulated"
"20",0,1.39431805322478,0.997,0.932,0,"D1","LGALS3","Upregulated"
"21",0,1.38455006194069,0.888,0.522,0,"D1","CFTR","Upregulated"
"22",0,1.35208342034262,0.881,0.539,0,"D1","IGFBP7","Upregulated"
"23",0,1.33828443599322,0.906,0.58,0,"D1","DEFB1","Upregulated"
"24",0,1.33605192883516,0.845,0.499,0,"D1","CD74","Upregulated"
"25",0,1.32944165569511,0.918,0.747,0,"D1","CTSH","Upregulated"
"26",0,1.3017993043774,1,0.991,0,"D1","GSTP1","Upregulated"
"27",0,1.28615385991703,0.997,0.948,0,"D1","KRT18","Upregulated"
"28",0,1.23488175409135,0.9,0.85,0,"D1","CCL20","Upregulated"
"29",0,1.22318069406111,0.741,0.416,0,"D1","LGALS4","Upregulated"
"30",0,1.20132568889323,0.926,0.806,0,"D1","PHLDA2","Upregulated"
"31",0,1.19710336645326,0.991,0.914,0,"D1","CALM1","Upregulated"
"32",0,1.18802019837469,0.775,0.42,0,"D1","LY6E","Upregulated"
"33",0,1.16871688779478,0.959,0.87,0,"D1","PLK2","Upregulated"
"34",0,1.14494479291179,0.999,0.984,0,"D1","S100A6","Upregulated"
"35",0,1.139446387641,0.86,0.674,0,"D1","CXCL1","Upregulated"
"36",0,1.13865013057913,0.925,0.726,0,"D1","CLU","Upregulated"
"37",0,1.13431005688975,0.963,0.821,0,"D1","CCL2","Upregulated"
"38",0,1.10999550665743,0.782,0.49,0,"D1","SERPING1","Upregulated"
"39",0,1.10332719971011,0.962,0.848,0,"D1","ANXA4","Upregulated"
"40",0,1.09441244795676,0.999,0.978,0,"D1","TPM1","Upregulated"
"41",0,1.0883833942224,0.917,0.616,0,"D1","BICC1","Upregulated"
"42",0,1.07699739861399,0.886,0.727,0,"D1","PMEPA1","Upregulated"
"43",0,1.06916017342516,0.793,0.564,0,"D1","S100A14","Upregulated"
"44",0,1.05789674270534,0.958,0.74,0,"D1","CYSTM1","Upregulated"
"45",0,1.05276797088823,0.841,0.505,0,"D1","KRT19","Upregulated"
"46",0,1.02525541346193,0.999,0.969,0,"D1","GAPDH","Upregulated"
"47",0,1.00909469928188,0.95,0.716,0,"D1","DYNLT1","Upregulated"
"48",0,1.00464094857888,0.67,0.492,0,"D1","IGFBP3","Upregulated"
"49",0,4.35938367293714,0.898,0.462,0,"D2","TFF2","Upregulated"
"50",0,3.92634170981773,1,0.987,0,"D2","S100A6","Upregulated"
"51",0,2.86192805260442,0.986,0.827,0,"D2","PHLDA2","Upregulated"
"52",0,2.6158569244755,0.938,0.604,0,"D2","S100A14","Upregulated"
"53",0,2.4553387946527,0.933,0.683,0,"D2","C19orf33","Upregulated"
"54",0,2.44966193168296,1,0.944,0,"D2","LGALS3","Upregulated"
"55",0,2.36853257255055,0.955,0.564,0,"D2","KRT19","Upregulated"
"56",0,2.30808737847932,1,0.97,0,"D2","S100A10","Upregulated"
"57",0,1.69495891216301,1,0.985,0,"D2","S100A11","Upregulated"
"58",7.09334889663228e-306,4.12558144020344,0.885,0.623,1.41866977932646e-302,"D2","TFF1","Upregulated"
"59",2.4643951973628e-305,2.58946000253991,0.917,0.658,4.92879039472559e-302,"D2","CD55","Upregulated"
"60",9.0726759357845e-299,2.04283157997871,0.95,0.604,1.8145351871569e-295,"D2","S100A16","Upregulated"
"61",1.47752777052891e-279,2.16888916826563,0.999,0.957,2.95505554105782e-276,"D2","SLPI","Upregulated"
"62",6.24956629888097e-275,1.73835997663083,0.827,0.36,1.24991325977619e-271,"D2","TRIM54","Upregulated"
"63",5.10388041987671e-257,1.49156318069835,0.979,0.758,1.02077608397534e-253,"D2","DYNLT1","Upregulated"
"64",1.71845007575498e-249,1.32036773251645,1,0.974,3.43690015150995e-246,"D2","GAPDH","Upregulated"
"65",1.00865474155962e-246,1.19430200499189,0.808,0.568,2.01730948311924e-243,"D2","RHOF","Upregulated"
"66",3.02639746480491e-246,2.31729192111303,0.868,0.522,6.05279492960983e-243,"D2","IGFBP3","Upregulated"
"67",4.75226287616383e-242,2.79724305140539,0.891,0.656,9.50452575232765e-239,"D2","PI3","Upregulated"
"68",4.2550117919692e-238,1.69078432196077,0.913,0.684,8.51002358393839e-235,"D2","TMEM54","Upregulated"
"69",1.15574787404263e-237,2.1107767121783,0.85,0.63,2.31149574808526e-234,"D2","CEACAM6","Upregulated"
"70",2.9025026176245e-231,1.25963815933721,0.996,0.893,5.80500523524901e-228,"D2","MYL12B","Upregulated"
"71",1.88730339292037e-230,1.56297162629584,0.849,0.399,3.77460678584075e-227,"D2","FXYD3","Upregulated"
"72",7.62856654202148e-226,2.26999792469985,0.771,0.455,1.5257133084043e-222,"D2","TFF3","Upregulated"
"73",5.2030641890999e-221,1.68893969053656,0.944,0.789,1.04061283781998e-217,"D2","SH3BGRL3","Upregulated"
"74",1.3942360371912e-214,1.64869754737804,0.94,0.619,2.78847207438241e-211,"D2","TSPAN8","Upregulated"
"75",1.41950145879753e-210,1.36075506956367,0.819,0.615,2.83900291759506e-207,"D2","LINC01133","Upregulated"
"76",7.9429548915902e-210,1.64208567163933,0.865,0.474,1.58859097831804e-206,"D2","LGALS4","Upregulated"
"77",2.12766720599595e-197,1.29595695645856,0.757,0.371,4.2553344119919e-194,"D2","TSPAN1","Upregulated"
"78",6.17944692093803e-196,1.33388533466101,0.98,0.779,1.23588938418761e-192,"D2","CYSTM1","Upregulated"
"79",7.8928214057506e-195,1.26243046904183,1,0.985,1.57856428115012e-191,"D2","TXN","Upregulated"
"80",1.62213433417659e-191,1.9539687924534,0.844,0.53,3.24426866835319e-188,"D2","UCA1","Upregulated"
"81",8.99285262914135e-190,1.25051951838807,0.985,0.82,1.79857052582827e-186,"D2","CLIC1","Upregulated"
"82",1.83475534250551e-185,1.19763460792604,0.927,0.564,3.66951068501102e-182,"D2","TIMP1","Upregulated"
"83",1.29203827224301e-178,1.37927903175475,0.959,0.816,2.58407654448602e-175,"D2","EZR","Upregulated"
"84",8.61237512497956e-177,1.89991723858945,0.923,0.778,1.72247502499591e-173,"D2","APCS","Upregulated"
"85",9.41835522674774e-177,1.2644352476711,0.896,0.814,1.88367104534955e-173,"D2","BCL10","Upregulated"
"86",2.632816628296e-176,1.20910545545989,0.971,0.933,5.265633256592e-173,"D2","JPT1","Upregulated"
"87",2.02428926822254e-170,1.16883844796412,0.805,0.767,4.04857853644509e-167,"D2","MISP","Upregulated"
"88",2.24965512932387e-167,2.10595433043289,0.794,0.598,4.49931025864774e-164,"D2","AREG","Upregulated"
"89",8.94428191326379e-165,1.29726760194848,0.808,0.537,1.78885638265276e-161,"D2","CCND1","Upregulated"
"90",1.76868575791969e-162,1.38093524827328,0.986,0.884,3.53737151583939e-159,"D2","SERPINB1","Upregulated"
"91",1.78007216154881e-162,1.16478782039819,0.907,0.682,3.56014432309763e-159,"D2","PKM","Upregulated"
"92",1.14073905569898e-161,1.43944421858863,0.792,0.698,2.28147811139797e-158,"D2","PDLIM4","Upregulated"
"93",1.77634010522193e-160,1.15394345696499,0.854,0.482,3.55268021044386e-157,"D2","LY6E","Upregulated"
"94",2.19601527410858e-155,1.19405517280958,0.797,0.657,4.39203054821717e-152,"D2","FHL2","Upregulated"
"95",1.28284705457271e-150,1.08337990129981,0.812,0.775,2.56569410914542e-147,"D2","APOL2","Upregulated"
"96",1.54662328691213e-148,1.14989024999767,0.989,0.926,3.09324657382426e-145,"D2","SERPINA1","Upregulated"
"97",3.71718988274188e-145,1.29911129231091,0.935,0.714,7.43437976548375e-142,"D2","LDHA","Upregulated"
"98",2.67103404423093e-142,1.2312002725747,0.884,0.707,5.34206808846186e-139,"D2","ID1","Upregulated"
"99",1.34744593628687e-138,1.51920731771045,0.697,0.378,2.69489187257374e-135,"D2","CAMK2N1","Upregulated"
"100",3.1087804445501e-138,1.04426371238568,0.934,0.728,6.2175608891002e-135,"D2","ANXA2","Upregulated"
"101",4.16448445760934e-136,1.05374874540909,0.983,0.96,8.32896891521867e-133,"D2","ITGB1","Upregulated"
"102",2.97702426874843e-132,1.30390660088752,0.825,0.767,5.95404853749686e-129,"D2","CEACAM7","Upregulated"
"103",6.9252846662393e-131,1.00988110351135,0.735,0.466,1.38505693324786e-127,"D2","SLC44A4","Upregulated"
"104",3.53157715468091e-130,1.26465439142599,0.844,0.808,7.06315430936181e-127,"D2","NQO1","Upregulated"
"105",1.68358063743005e-129,1.55728483606387,0.979,0.931,3.3671612748601e-126,"D2","C15orf48","Upregulated"
"106",1.1546394897461e-127,1.19518072699991,0.766,0.613,2.30927897949219e-124,"D2","PLAUR","Upregulated"
"107",1.09626645780388e-126,1.20370657620499,0.829,0.648,2.19253291560777e-123,"D2","MDK","Upregulated"
"108",1.55430503453789e-122,1.11829841649139,0.756,0.461,3.10861006907578e-119,"D2","TGM2","Upregulated"
"109",1.99498685574492e-107,1.12867993223997,0.738,0.703,3.98997371148984e-104,"D2","S100A4","Upregulated"
"110",5.18380060788371e-106,1.00668069427862,0.749,0.452,1.03676012157674e-102,"D2","SDCBP2","Upregulated"
"111",5.95519842579449e-99,1.17751149271643,0.578,0.247,1.1910396851589e-95,"D2","AGR2","Upregulated"
"112",8.50245125318089e-98,1.14845182462003,0.926,0.898,1.70049025063618e-94,"D2","IRF1","Upregulated"
"113",8.71464374626586e-97,1.20244911150473,0.732,0.732,1.74292874925317e-93,"D2","LAMC2","Upregulated"
"114",6.25665131939066e-96,1.05901557328841,0.777,0.622,1.25133026387813e-92,"D2","TIMP2","Upregulated"
"115",5.52851998254463e-90,1.1312797901376,0.732,0.707,1.10570399650893e-86,"D2","KLF2","Upregulated"
"116",1.77291672550359e-89,1.21864215258375,0.654,0.536,3.54583345100718e-86,"D2","APOL1","Upregulated"
"117",1.71554285511855e-80,1.10808245583371,0.666,0.548,3.43108571023709e-77,"D2","ANXA1","Upregulated"
"118",2.8609129130227e-75,1.59337841907698,0.854,0.859,5.72182582604541e-72,"D2","CCL20","Upregulated"
"119",2.06779458003374e-74,1.12353837355997,0.683,0.631,4.13558916006748e-71,"D2","MGLL","Upregulated"
"120",3.57029593414215e-68,1.05189777961953,0.582,0.34,7.14059186828431e-65,"D2","SYT8","Upregulated"
"121",5.5710834417118e-61,1.26119403493814,0.648,0.619,1.11421668834236e-57,"D2","MALL","Upregulated"
"122",2.52983475561509e-59,1.02944048369816,0.614,0.59,5.05966951123019e-56,"D2","IFI27","Upregulated"
"123",2.36869791960769e-56,1.00150354075962,0.885,0.827,4.73739583921537e-53,"D2","CXCL3","Upregulated"
"124",1.4214002275925e-44,1.07860598583626,0.491,0.222,2.84280045518499e-41,"D2","PLAT","Upregulated"
"125",3.56484224648893e-31,1.54826897249641,0.651,0.76,7.12968449297786e-28,"D2","SERPINB4","Upregulated"
"126",0,2.192383967464,0.972,0.872,0,"D3","MMP7","Upregulated"
"127",0,2.05119193975863,0.922,0.622,0,"D3","TFPI2","Upregulated"
"128",0,1.83970036968511,0.851,0.552,0,"D3","CFTR","Upregulated"
"129",0,1.7650880842065,0.864,0.564,0,"D3","IGFBP7","Upregulated"
"130",0,1.75019368271938,0.997,0.98,0,"D3","TPM1","Upregulated"
"131",0,1.61546119945297,0.934,0.634,0,"D3","BICC1","Upregulated"
"132",0,1.53774977718964,0.869,0.685,0,"D3","CXCL1","Upregulated"
"133",0,1.53253311562369,0.902,0.736,0,"D3","PMEPA1","Upregulated"
"134",0,1.52515203730455,0.983,0.956,0,"D3","ITGB1","Upregulated"
"135",0,1.51024176550595,0.959,0.831,0,"D3","CCL2","Upregulated"
"136",0,1.44038007797092,0.981,0.928,0,"D3","CXCL8","Upregulated"
"137",0,1.3794072393736,0.849,0.602,0,"D3","EDN1","Upregulated"
"138",0,1.35951322538106,0.976,0.884,0,"D3","TNFRSF12A","Upregulated"
"139",0,1.34533076808774,0.881,0.76,0,"D3","SLC4A4","Upregulated"
"140",0,1.32437379881852,0.675,0.508,0,"D3","CTGF","Upregulated"
"141",0,1.30754496736698,0.853,0.56,0,"D3","SPP1","Upregulated"
"142",0,1.28885562232442,0.8,0.736,0,"D3","TNFAIP2","Upregulated"
"143",0,1.25225939944156,0.597,0.43,0,"D3","ID4","Upregulated"
"144",0,1.23344459459743,0.988,0.953,0,"D3","KRT18","Upregulated"
"145",0,1.21660177169766,0.763,0.469,0,"D3","PDLIM3","Upregulated"
"146",0,1.2016850318573,0.87,0.607,0,"D3","DEFB1","Upregulated"
"147",0,1.19043633919488,0.76,0.753,0,"D3","ONECUT2","Upregulated"
"148",0,1.16574497477716,0.924,0.85,0,"D3","CCL20","Upregulated"
"149",0,1.15905252615971,0.775,0.548,0,"D3","VCAM1","Upregulated"
"150",0,1.11860136822123,0.834,0.765,0,"D3","FLNA","Upregulated"
"151",0,1.11787752050274,0.827,0.636,0,"D3","DUSP1","Upregulated"
"152",0,1.09953253673056,0.993,0.967,0,"D3","S100A10","Upregulated"
"153",0,1.09665432183529,0.959,0.876,0,"D3","PLK2","Upregulated"
"154",0,1.09297622716881,0.713,0.586,0,"D3","CXCL6","Upregulated"
"155",0,1.08219271432938,0.825,0.703,0,"D3","HES4","Upregulated"
"156",0,1.07113376871506,0.926,0.832,0,"D3","KRT7","Upregulated"
"157",0,1.04927954964582,0.982,0.93,0,"D3","SOX4","Upregulated"
"158",0,1.01821192224305,0.719,0.652,0,"D3","FILIP1L","Upregulated"
"159",0,1.00567635381819,0.671,0.52,0,"D3","CCND1","Upregulated"
"160",0,1.00538022897745,0.784,0.536,0,"D3","KRT19","Upregulated"
"161",2.36082598888537e-116,1.78260517900518,1,0.87,4.72165197777074e-113,"D4","H2AFZ","Upregulated"
"162",1.94890687195135e-94,1.49257376006935,0.958,0.479,3.8978137439027e-91,"D4","TUBA1B","Upregulated"
"163",2.0159034345637e-93,1.67664182252773,0.931,0.716,4.03180686912739e-90,"D4","DUT","Upregulated"
"164",8.08772026637451e-76,1.15860014213352,0.828,0.47,1.6175440532749e-72,"D4","PCLAF","Upregulated"
"165",1.40298962878508e-73,1.33683172484916,0.977,0.659,2.80597925757015e-70,"D4","TFPI2","Upregulated"
"166",4.76972167552345e-70,1.05844068158189,0.816,0.406,9.5394433510469e-67,"D4","GINS2","Upregulated"
"167",1.75673553330123e-68,1.01344551105834,1,0.96,3.51347106660245e-65,"D4","TPI1","Upregulated"
"168",3.4309176240225e-67,1.07370402106443,1,0.999,6.861835248045e-64,"D4","LCN2","Upregulated"
"169",3.77611124685081e-66,1.65228862895187,0.989,0.859,7.55222249370163e-63,"D4","CCL20","Upregulated"
"170",4.94824956122921e-66,1.40589626058652,0.92,0.724,9.89649912245842e-63,"D4","S100A2","Upregulated"
"171",5.39857622392759e-66,1.06640032856969,0.973,0.62,1.07971524478552e-62,"D4","TSPAN8","Upregulated"
"172",9.70512932327321e-65,1.08942221686635,1,0.928,1.94102586465464e-61,"D4","CALM1","Upregulated"
"173",9.06366735243959e-62,1.13805086071783,0.839,0.685,1.81273347048792e-58,"D4","HELLS","Upregulated"
"174",2.40124887688821e-61,1.22584191760758,0.996,0.846,4.80249775377643e-58,"D4","CCL2","Upregulated"
"175",1.81105014561539e-60,1.2787581535088,0.843,0.556,3.62210029123079e-57,"D4","STMN1","Upregulated"
"176",2.75032943525764e-57,1.02452031784871,0.977,0.749,5.50065887051527e-54,"D4","RAN","Upregulated"
"177",9.29112613781607e-56,1.30897054421928,0.766,0.283,1.85822522756321e-52,"D4","TK1","Upregulated"
"178",1.18415604022937e-55,1.03788672075176,0.862,0.496,2.36831208045873e-52,"D4","RANBP1","Upregulated"
"179",1.62560778870881e-51,1.16915252617141,1,0.958,3.25121557741763e-48,"D4","SLPI","Upregulated"
"180",2.07594890003233e-41,1.37914328161365,0.728,0.432,4.15189780006467e-38,"D4","TYMS","Upregulated"
"181",2.2862768143155e-38,1.38006350803044,0.759,0.565,4.57255362863101e-35,"D4","HMGB2","Upregulated"
"182",3.70199570390397e-37,1.06255796483944,0.751,0.479,7.40399140780793e-34,"D4","PCNA","Upregulated"
"183",1.58180033647881e-29,5.5716296757264,0.977,0.452,3.16360067295763e-26,"D8","BMX","Upregulated"
"184",4.19605604381696e-29,4.54612084923389,0.977,0.452,8.39211208763393e-26,"D8","LRMP","Upregulated"
"185",4.68555306595569e-29,4.57234018722321,0.977,0.515,9.37110613191139e-26,"D8","ALOX5AP","Upregulated"
"186",1.03100898780187e-21,4.10812628828427,0.818,0.072,2.06201797560374e-18,"D8","LY6H","Upregulated"
"187",2.0994648374374e-21,3.64702893688672,0.886,0.578,4.1989296748748e-18,"D8","PSTPIP2","Upregulated"
"188",5.6905960817175e-21,2.56726267807728,0.841,0.463,1.1381192163435e-17,"D8","KCTD12","Upregulated"
"189",9.62460160406248e-21,2.23683098477312,0.977,0.805,1.9249203208125e-17,"D8","GLRX","Upregulated"
"190",1.55378413007291e-20,2.5736543574958,0.955,0.566,3.10756826014582e-17,"D8","TIMP1","Upregulated"
"191",7.24316321849465e-20,2.79413520157091,0.841,0.313,1.44863264369893e-16,"D8","TMEM176A","Upregulated"
"192",1.91318432770326e-19,1.77357805117355,1,0.944,3.82636865540652e-16,"D8","LGALS3","Upregulated"
"193",2.17299654416785e-19,3.81361236767261,0.864,0.549,4.34599308833571e-16,"D8","ANXA1","Upregulated"
"194",2.44044249694543e-19,2.19160936399006,0.955,0.754,4.88088499389087e-16,"D8","TESC","Upregulated"
"195",1.28956896607182e-18,2.58411959222572,0.818,0.501,2.57913793214364e-15,"D8","IFI6","Upregulated"
"196",4.33365266099465e-18,2.45784817097675,0.886,0.615,8.66730532198931e-15,"D8","TXNIP","Upregulated"
"197",1.07334931399365e-17,1.28721667527988,1,0.974,2.1466986279873e-14,"D8","GAPDH","Upregulated"
"198",1.08158547122086e-17,2.15485964792648,0.886,0.625,2.16317094244171e-14,"D8","MARCKSL1","Upregulated"
"199",1.58310476301155e-17,2.52131144104655,0.886,0.651,3.16620952602309e-14,"D8","CD9","Upregulated"
"200",3.16324499679612e-17,1.07281654483373,0.659,0.251,6.32648999359223e-14,"D8","CRIP1","Upregulated"
"201",2.17603902383763e-16,1.95836098591694,0.864,0.788,4.35207804767525e-13,"D8","BIK","Upregulated"
"202",4.33411784823269e-16,2.04941235752317,0.841,0.562,8.66823569646539e-13,"D8","CD74","Upregulated"
"203",9.27987457355988e-16,2.79078910075972,0.818,0.628,1.85597491471198e-12,"D8","SLC6A14","Upregulated"
"204",2.02519179087787e-15,2.3771982436764,0.727,0.276,4.05038358175574e-12,"D8","TMEM176B","Upregulated"
"205",5.24765099728223e-15,2.11275922212424,0.75,0.46,1.04953019945645e-11,"D8","SH2D6","Upregulated"
"206",8.78363930920894e-15,1.31314564956601,0.75,0.536,1.75672786184179e-11,"D8","AC044839.3","Upregulated"
"207",1.16608142853628e-14,1.84275740381576,0.773,0.582,2.33216285707257e-11,"D8","TMEM45B","Upregulated"
"208",4.73740941565462e-14,1.63953948779134,0.75,0.513,9.47481883130924e-11,"D8","CMTM7","Upregulated"
"209",5.65077854040531e-14,4.15405558685544,0.727,0.25,1.13015570808106e-10,"D8","HPGDS","Upregulated"
"210",6.52672677718742e-14,1.76002788116852,0.818,0.589,1.30534535543748e-10,"D8","AZGP1","Upregulated"
"211",4.32249423802947e-13,2.24577837426005,0.75,0.59,8.64498847605894e-10,"D8","LIPG","Upregulated"
"212",5.36880013008027e-13,2.77674962721731,0.795,0.698,1.07376002601605e-09,"D8","HCK","Upregulated"
"213",1.67445529047159e-12,1.32621641262621,0.909,0.792,3.34891058094319e-09,"D8","IFITM2","Upregulated"
"214",1.97795724793556e-12,1.14300590872063,0.909,0.721,3.95591449587111e-09,"D8","SELENOM","Upregulated"
"215",5.06202260210316e-12,1.55304387634247,0.841,0.685,1.01240452042063e-08,"D8","ANXA3","Upregulated"
"216",1.78655081287069e-11,2.25514800061663,0.682,0.371,3.57310162574138e-08,"D8","HOTAIRM1","Upregulated"
"217",2.04624025398429e-11,2.17163177113653,0.841,0.727,4.09248050796858e-08,"D8","HMGCS1","Upregulated"
"218",4.12680777791236e-11,1.63480866440738,0.659,0.306,8.25361555582471e-08,"D8","HEPACAM2","Upregulated"
"219",1.60859211000413e-10,1.08341384501871,0.977,0.919,3.21718422000827e-07,"D8","PRDX1","Upregulated"
"220",4.40965888658435e-09,1.29924793749289,0.909,0.749,8.81931777316871e-06,"D8","CEBPD","Upregulated"
"221",7.92229977194455e-09,1.77205431135224,0.682,0.685,1.58445995438891e-05,"D8","POU2F3","Upregulated"
"222",8.83625619038259e-09,1.52012294958887,0.932,0.79,1.76725123807652e-05,"D8","BTG2","Upregulated"
"223",1.60216696490558e-08,1.08789169746851,0.614,0.439,3.20433392981116e-05,"D8","AIF1","Upregulated"
"224",2.13045912641592e-08,1.03067923358392,0.886,0.821,4.26091825283184e-05,"D8","CLIC1","Upregulated"
"225",3.63227350695334e-08,1.26333790882439,0.682,0.601,7.26454701390668e-05,"D8","DPYSL2","Upregulated"
"226",6.9078464246783e-08,1.05705609440578,0.75,0.618,0.000138156928493566,"D8","HMGN2","Upregulated"
"227",9.20564009925143e-08,1.17155199098074,0.818,0.707,0.000184112801985029,"D8","FDFT1","Upregulated"
"228",1.39510237877579e-07,1.46056623398089,0.818,0.673,0.000279020475755159,"D8","ZFP36","Upregulated"
"229",1.70258523164287e-07,1.76883028905713,0.614,0.474,0.000340517046328574,"D8","ALOX5","Upregulated"
"230",5.19560271542124e-07,1.10438135567929,0.909,0.883,0.00103912054308425,"D8","FOS","Upregulated"
"231",7.3044544020399e-07,2.38916736100322,0.659,0.574,0.00146089088040798,"D8","SPIB","Upregulated"
"232",8.14536549492592e-07,1.52535704326858,0.727,0.591,0.00162907309898518,"D8","STAT1","Upregulated"
"233",1.66127801599802e-06,1.06325795291009,0.636,0.53,0.00332255603199604,"D8","IFI27L2","Upregulated"
"234",4.45740831668757e-06,1.1756420438002,0.659,0.48,0.00891481663337513,"D8","TUBA1B","Upregulated"
"235",4.50281748622695e-06,1.16496512859263,0.682,0.582,0.00900563497245391,"D8","PLPP2","Upregulated"
"236",6.23143103781153e-06,1.17575652531194,0.886,0.874,0.0124628620756231,"D8","RAB11FIP1","Upregulated"
"237",1.02851697401034e-05,1.28361766031093,0.477,0.192,0.0205703394802068,"D8","AOC1","Upregulated"
"238",1.67731589859504e-05,1.66368936666169,0.614,0.479,0.0335463179719008,"D8","TUBA1A","Upregulated"
"239",4.35213960229599e-05,1.1295620309431,0.591,0.476,0.0870427920459199,"D8","LGALS4","Upregulated"
"240",0.000247313364004859,1.69614794103701,0.727,0.682,0.494626728009718,"D8","TNFSF10","Upregulated"
"241",0.000312198387498496,1.31184225237728,0.636,0.649,0.624396774996992,"D8","MDK","Upregulated"
"242",0.00038460795682473,1.20964451315672,0.614,0.537,0.76921591364946,"D8","RASD1","Upregulated"
"243",0.000444659216913922,1.07725338739918,0.614,0.661,0.889318433827844,"D8","EGR3","Upregulated"
"244",0.000511116166322375,1.11365991902139,0.864,0.898,1,"D8","IRF1","Upregulated"
"245",0.000845295447771528,1.21034475255561,0.614,0.62,1,"D8","IDI1","Upregulated"
"246",0.00177456846269206,2.07822332245531,0.477,0.309,1,"D8","C11orf53","Upregulated"
"247",0.00225785950990754,1.11496585095848,0.568,0.547,1,"D8","ACAT2","Upregulated"
"248",5.19746819624689e-94,1.07330806472457,0.996,0.985,1.03949363924938e-90,"DX","S100A11","Upregulated"
"249",9.080030813141e-55,1.0111261543219,0.956,0.919,1.8160061626282e-51,"DX","PRDX1","Upregulated"
"250",7.65705252686638e-54,1.04546785190494,0.986,0.97,1.53141050537328e-50,"DX","S100A10","Upregulated"
"251",0,2.22578075099907,0.842,0.668,0,"A1","CTSC","Upregulated"
"252",0,1.89067106810946,0.879,0.586,0,"A1","AZGP1","Upregulated"
"253",0,1.61579232937068,0.996,0.893,0,"A1","CPB1","Upregulated"
"254",0,1.6061311670861,0.943,0.738,0,"A1","ALDH1A1","Upregulated"
"255",0,1.58358588581263,0.773,0.684,0,"A1","POU2F3","Upregulated"
"256",0,1.35846606158983,0.981,0.842,0,"A1","CPA1","Upregulated"
"257",1.20240844641224e-306,1.5695515106448,0.919,0.871,2.40481689282449e-303,"A1","TMEM97","Upregulated"
"258",1.23936503199868e-301,1.44675893820782,0.729,0.551,2.47873006399736e-298,"A1","FAM117A","Upregulated"
"259",7.48775201274745e-281,1.78283269770754,0.739,0.638,1.49755040254949e-277,"A1","KLKB1","Upregulated"
"260",3.46276255387221e-277,1.47558149003595,0.817,0.652,6.92552510774443e-274,"A1","ENC1","Upregulated"
"261",2.86087459828584e-244,1.31450694794389,0.822,0.708,5.72174919657168e-241,"A1","NRCAM","Upregulated"
"262",2.55162297351862e-238,1.05848199922895,0.721,0.475,5.10324594703724e-235,"A1","KIAA1324","Upregulated"
"263",1.25702779520497e-234,1.01267592978367,0.724,0.698,2.51405559040993e-231,"A1","HCK","Upregulated"
"264",1.30387369112586e-233,1.07252194126466,0.934,0.776,2.60774738225173e-230,"A1","CEL","Upregulated"
"265",1.90883946716401e-222,1.38595957806061,0.746,0.66,3.81767893432803e-219,"A1","EGR3","Upregulated"
"266",5.20556294826498e-200,1.21851879810721,0.696,0.51,1.041112589653e-196,"A1","COLCA2","Upregulated"
"267",3.55186277194416e-165,1.08321357285063,0.761,0.724,7.10372554388832e-162,"A1","EGR2","Upregulated"
"268",3.01347315881976e-141,1.07770196522651,0.949,0.937,6.02694631763953e-138,"A1","SOX4","Upregulated"
"269",1.51514928873902e-125,1.21383591661906,0.691,0.573,3.03029857747804e-122,"A1","SMIM10L1","Upregulated"
"270",1.38805207503799e-115,1.33194171005648,0.615,0.624,2.77610415007598e-112,"A1","RDH5","Upregulated"
"271",8.44732061676733e-105,1.15321998229877,0.571,0.461,1.68946412335347e-101,"A1","TRPM4","Upregulated"
"272",3.64480777191445e-35,1.20364540354924,0.689,0.761,7.28961554382889e-32,"A1","SERPINB4","Upregulated"
"273",0,2.20976411653665,0.998,0.965,0,"A2","NEAT1","Upregulated"
"274",0,2.01672442181046,0.941,0.864,0,"A2","ANKRD36C","Upregulated"
"275",0,1.75775619856689,1,0.997,0,"A2","MALAT1","Upregulated"
"276",0,1.65645125169652,0.904,0.814,0,"A2","PLCG2","Upregulated"
